-0.074396156	0.030631656	-0.05302033	0.04263054	-0.029980117	-0.10367263	-0.059655428	0.12755793	0.07855463	0.21960653	-0.07554896	-0.12495892	0.10015688	0.01486328	-0.021225616	0.028471388
-0.23750395	-0.4736294	-0.098078325	0.3306389	-0.070352435	-0.33477888	-0.035675142	0.16406663	-0.36998448	0.41478863	-0.11499742	-0.26288164	0.20188054	0.06344579	0.074183404	0.15380757
0.011646366	0.26507998	-0.03973676	-0.07366285	-0.03087216	-0.20613593	-0.096460074	0.0331089	0.040231243	0.05928942	-0.10272242	0.25893533	0.42825446	0.13426897	-0.08094235	-0.16114551
0.00040820928	0.12960026	0.094828285	-0.14005822	0.08764628	-0.06572271	-0.0227692	0.012858999	0.3155497	0.14211121	-0.06469813	-0.035139326	-0.04415991	0.10900821	-0.066039786	-0.19014429
-0.009313851	0.08617632	0.007269864	0.020146156	-0.033637844	0.04643262	0.024521591	0.25837567	0.24278602	-0.041746493	-0.08239612	0.006709124	-0.1466005	-0.16653076	0.052017365	0.108890265
0.4473635	0.4224485	0.021778122	-0.41082594	0.29462108	-0.18364394	-0.32424897	-0.24567816	0.26442254	-0.034403753	-0.03790166	0.5339129	0.6740891	0.30015394	-0.3412382	-0.40821776
-0.0713151	-0.2198554	-0.049263548	0.08234238	0.044426948	-0.2427877	-0.07515728	-0.023843091	-0.0754684	0.24406539	0.017783644	-0.16523238	0.16533081	0.14607078	-0.0056997617	0.008222361
-0.033868793	-0.019819653	-0.20336542	0.075491264	-0.059180055	-0.0033645632	-0.14554012	0.15720986	-0.09022058	0.09044421	0.024992522	0.06923422	0.111781456	-0.09372523	0.010343658	0.073548496
0.4007058	0.53708494	-0.20443349	-0.50452495	0.12995245	0.27671537	-0.25097656	0.12405108	0.45680788	-0.38345176	0.058407646	0.5169139	0.23241134	-0.21036123	-0.14620483	-0.15340081
0.019585917	-0.05986049	-0.043838628	-0.047673892	0.121284746	-0.16420534	-0.1275874	-0.07515407	-0.0003516512	0.24086602	0.06231048	-0.011223397	0.32304853	0.17048624	-0.16185038	-0.25468224
-0.006836927	-0.42515722	-0.37940803	0.1877085	0.22517307	0.03955185	-0.31673214	-0.15643346	-0.23452625	0.39438695	0.333476	-0.33589906	0.25961405	0.12045445	-0.23366304	0.17148243
0.17997381	0.12752256	-0.48300633	-0.081857435	-0.05008365	0.3425125	-0.31499487	0.21456079	-0.023837117	-0.15224557	0.19635008	0.06808029	-0.021807274	-0.3861018	0.05336858	0.37949792
-0.006051348	0.36326802	0.0040424154	-0.16261947	-0.1414093	0.31394365	0.13309671	0.45008588	0.4584323	-0.4102515	-0.119902305	0.07528847	-0.469893	-0.31682572	0.18193944	0.14677607
-0.11482713	-0.25653023	0.08957286	0.20879589	-0.10918773	-0.34678587	0.09210761	0.18486619	-0.14714698	0.17406644	-0.20526354	-0.11997268	0.16123962	0.082548164	0.096248604	0.060550984
-0.36628434	-0.15074	0.42649883	0.27539885	-0.22158504	-0.3414845	0.28388557	0.15558225	0.14438587	0.0064953943	-0.31633264	-0.22801249	-0.19992813	-0.04774589	0.24415761	0.095627196
